CPU,RAM,RAM_Type,GPU,Storage,Screen,Price,Brand
Intel Core i3-1115G4,8GB,DDR4,GTX 1660,256GB,1080p,640,Dell
AMD Ryzen 5 5500U,16GB,DDR4,GTX 1660Ti,512GB,1080p,830,HP
Intel Core i7-12700H,64GB,DDR4,RTX 3050,256GB,1080p,1360,Dell
AMD Ryzen 7 7730U,16GB,DDR5,RTX 3050,512GB,1080p,1100,ASUS
Intel Core i3-1005G1,32GB,DDR4,RTX 4050,1TB,1080p,1130,Lenovo
AMD Ryzen 5 5600H,8GB,DDR4,RTX 3060,512GB,1080p,1000,Gigabyte
Intel Core i3-1005G1,16GB,DDR4,GTX 1660Ti,1TB,1080p,730,Acer
AMD Ryzen 5 5600H,32GB,DDR4,Integrated,256GB,1440p,780,Acer
Intel Core i7-11800H,16GB,DDR4,GTX 1660Ti,512GB,1080p,950,Lenovo
Intel Core i9-13900H,32GB,DDR4,RTX 3050Ti,512GB,1080p,1220,Gigabyte
Intel Core i9-11900H,16GB,DDR3,RTX 4060,2TB,4K,1420,Dell
Intel Core i5-11400H,16GB,DDR4,Integrated,256GB,1080p,600,Acer
AMD Ryzen 5 5600H,16GB,DDR4,RTX 3060,512GB,1080p,1020,MSI
Intel Core i3-1115G4,4GB,DDR4,GTX 1650,256GB,1080p,550,Acer
Intel Core i7-11800H,16GB,DDR4,GTX 1660,256GB,1080p,790,Dell
Intel Core i9-13900H,64GB,DDR4,RTX 4090,1TB,1440p,3170,Alienware
Intel Core i5-10300H,16GB,DDR4,RTX 2060,1TB,1080p,790,HP
AMD Ryzen 7 5800H,32GB,DDR5,GTX 1660,256GB,1080p,1230,MSI
Intel Core i5-10300H,32GB,DDR4,GTX 1660Ti,512GB,720p,630,Acer
Intel Core i5-12500H,8GB,DDR5,RTX 3050Ti,256GB,1440p,1270,ASUS
Intel Core i9-12900H,32GB,DDR4,RTX 3070,2TB,1440p,1740,ASUS
Intel Core i9-13900H,32GB,DDR5,RTX 3070,512GB,1080p,1400,Lenovo
Intel Core i9-13900H,16GB,DDR5,RTX 3080,1TB,1440p,2240,MSI
AMD Ryzen 3 5300U,8GB,DDR4,GTX 1660,256GB,1080p,590,HP
AMD Ryzen 9 5900HX,16GB,DDR4,RTX 4080,1TB,4K,2410,ASUS
Intel Core i9-13900H,32GB,DDR5,RTX 4080,1TB,1440p,2720,Alienware
Intel Core i7-12700H,16GB,DDR5,RTX 4060,1TB,1080p,1190,Dell
AMD Ryzen 5 5500U,8GB,DDR4,RTX 3050Ti,512GB,1080p,950,ASUS
Intel Core i5-10300H,8GB,DDR4,GTX 1660,256GB,720p,580,HP
Intel Core i5-10300H,16GB,DDR4,RTX 2060,512GB,1080p,820,HP
Intel Core i7-12700H,64GB,DDR4,RTX 4050,1TB,1080p,1720,ASUS
AMD Ryzen 7 7730U,64GB,DDR4,RTX 3050Ti,256GB,1080p,1400,Gigabyte
AMD Ryzen 5 5500U,8GB,DDR4,RTX 2070,1TB,1080p,880,Gigabyte
AMD Ryzen 7 7730U,16GB,DDR5,RTX 4070,1TB,4K,2050,Gigabyte
Intel Core i7-11800H,32GB,DDR4,RTX 2070,256GB,1080p,1070,Dell
Intel Core i5-12500H,32GB,DDR5,RTX 3050,1TB,1080p,1120,Acer
AMD Ryzen 7 7730U,64GB,DDR5,RTX 4050,512GB,1440p,1990,Gigabyte
Intel Core i9-11900H,64GB,DDR4,RTX 3070,1TB,4K,2320,Dell
AMD Ryzen 3 3250U,8GB,DDR4,GTX 1660,512GB,1080p,550,Acer
AMD Ryzen 7 5800H,16GB,DDR4,RTX 2070,512GB,1080p,870,Dell
AMD Ryzen 9 7940HS,16GB,DDR5,RTX 4070,1TB,1440p,2260,Razer
AMD Ryzen 9 7940HS,16GB,DDR5,RTX 4070,1TB,1440p,2060,ASUS
AMD Ryzen 3 3250U,32GB,DDR4,RTX 2070,256GB,720p,880,MSI
AMD Ryzen 7 7730U,16GB,DDR5,RTX 4070,2TB,1440p,1860,Lenovo
Intel Core i5-11400H,16GB,DDR3,GTX 1660Ti,512GB,1080p,600,HP
Intel Core i9-12900H,64GB,DDR4,RTX 4050,2TB,1080p,1730,Gigabyte
AMD Ryzen 5 5500U,16GB,DDR4,RTX 3060,256GB,1080p,940,Dell
Intel Core i9-13900H,16GB,DDR5,RTX 2060,2TB,1080p,1680,MSI
Intel Core i3-1115G4,8GB,DDR4,GTX 1650,256GB,720p,520,HP
Intel Core i9-12900H,32GB,DDR4,RTX 3080,1TB,1080p,1880,Razer
AMD Ryzen 9 5900HX,32GB,DDR5,RTX 4090,1TB,1440p,2980,MSI
AMD Ryzen 5 5600H,32GB,DDR4,RTX 4050,1TB,1440p,1630,MSI
AMD Ryzen 7 5800H,16GB,DDR4,RTX 4060,512GB,1080p,1150,ASUS
Intel Core i3-1115G4,16GB,DDR4,GTX 1050Ti,512GB,1080p,570,Acer
AMD Ryzen 7 5800H,16GB,DDR4,RTX 3080,2TB,1080p,1630,MSI
AMD Ryzen 5 5600H,8GB,DDR4,GTX 1650,1TB,1080p,710,Lenovo
Intel Core i9-13900H,16GB,DDR5,RTX 4060,512GB,1440p,1950,ASUS
Intel Core i7-13620H,16GB,DDR4,GTX 1660,1TB,1440p,1210,MSI
AMD Ryzen 7 7730U,16GB,DDR5,RTX 3080,512GB,4K,2120,ASUS
Intel Core i7-13620H,64GB,DDR5,GTX 1660,512GB,1080p,1600,MSI
Intel Core i7-13620H,32GB,DDR5,RTX 3050,1TB,1080p,1290,Dell
AMD Ryzen 3 5300U,16GB,DDR4,GTX 1650,256GB,720p,530,Dell
Intel Core i3-1115G4,16GB,DDR3,Integrated,256GB,1080p,400,Acer
Intel Core i5-12500H,16GB,DDR5,RTX 3050Ti,512GB,1440p,1100,Dell
Intel Core i3-1005G1,16GB,DDR4,GTX 1050Ti,256GB,720p,530,Lenovo
Intel Core i3-1005G1,16GB,DDR4,GTX 1660Ti,512GB,720p,690,Lenovo
AMD Ryzen 5 5600H,32GB,DDR4,RTX 2060,512GB,1440p,1200,Dell
Intel Core i5-11400H,16GB,DDR4,GTX 1660,256GB,1080p,730,HP
AMD Ryzen 7 5800H,16GB,DDR4,RTX 2070,1TB,1080p,1050,ASUS
AMD Ryzen 3 5300U,16GB,DDR4,GTX 1660,512GB,1080p,680,Lenovo
Intel Core i7-13620H,16GB,DDR5,GTX 1050Ti,512GB,1080p,1040,ASUS
Intel Core i9-13900H,64GB,DDR4,RTX 4060,1TB,1440p,1790,Lenovo
Intel Core i3-1115G4,32GB,DDR4,RTX 3050,512GB,1080p,920,Lenovo
AMD Ryzen 7 7730U,16GB,DDR5,RTX 2070,512GB,1080p,1300,Gigabyte
AMD Ryzen 3 5300U,8GB,DDR4,RTX 2060,1TB,1080p,770,Dell
AMD Ryzen 9 5900HX,16GB,DDR4,RTX 4050,1TB,1440p,1530,ASUS
AMD Ryzen 9 7940HS,32GB,DDR5,RTX 4070,512GB,1440p,2450,ASUS
Intel Core i7-12700H,16GB,DDR4,RTX 2060,1TB,1080p,1080,ASUS
Intel Core i3-1115G4,16GB,DDR4,GTX 1660Ti,256GB,720p,670,Dell
AMD Ryzen 7 7730U,32GB,DDR5,RTX 3080,1TB,1080p,1690,Lenovo
Intel Core i9-11900H,16GB,DDR3,RTX 3070,2TB,1080p,1130,ASUS
Intel Core i5-10300H,8GB,DDR4,RTX 3060,512GB,720p,640,Dell
Intel Core i5-11400H,8GB,DDR4,RTX 2060,512GB,1080p,760,HP
Intel Core i7-13620H,16GB,DDR5,RTX 3050,512GB,1080p,1060,Gigabyte
Intel Core i7-13620H,64GB,DDR5,RTX 3050,512GB,1080p,1650,Lenovo
AMD Ryzen 7 5800H,16GB,DDR4,RTX 3050Ti,512GB,1080p,960,ASUS
Intel Core i7-13620H,16GB,DDR5,RTX 3060,512GB,1080p,1340,Gigabyte
AMD Ryzen 9 7940HS,32GB,DDR5,RTX 4090,512GB,1080p,2900,Alienware
AMD Ryzen 7 5800H,32GB,DDR4,GTX 1660Ti,1TB,1440p,1220,Dell
Intel Core i7-11800H,16GB,DDR4,GTX 1650,256GB,1440p,920,Dell
Intel Core i5-12500H,32GB,DDR4,GTX 1660Ti,512GB,1080p,1010,Lenovo
AMD Ryzen 5 5500U,8GB,DDR4,Integrated,256GB,1080p,560,Lenovo
AMD Ryzen 9 5900HX,32GB,DDR4,RTX 4060,1TB,4K,1760,Lenovo
AMD Ryzen 3 5300U,32GB,DDR3,RTX 2070,512GB,720p,680,Lenovo
Intel Core i7-13620H,32GB,DDR5,RTX 4070,1TB,1080p,1640,Dell
Intel Core i5-12500H,32GB,DDR5,RTX 2060,256GB,1080p,920,Acer
AMD Ryzen 7 7730U,16GB,DDR5,GTX 1650,512GB,1080p,1080,ASUS
Intel Core i9-12900H,16GB,DDR4,RTX 4080,1TB,4K,2520,Alienware
Intel Core i7-13620H,16GB,DDR4,GTX 1660,512GB,1080p,900,Gigabyte
Intel Core i9-12900H,32GB,DDR5,RTX 4070,1TB,4K,2900,MSI
AMD Ryzen 3 3250U,8GB,DDR3,GTX 1650,256GB,1080p,470,Lenovo
AMD Ryzen 5 5600H,8GB,DDR4,RTX 3050Ti,256GB,1080p,900,ASUS
Intel Core i9-11900H,16GB,DDR4,RTX 3050,512GB,4K,1410,Lenovo
Intel Core i5-10300H,16GB,DDR3,RTX 3050Ti,512GB,1080p,780,Dell
Intel Core i5-11400H,32GB,DDR4,RTX 2060,256GB,720p,870,Dell
Intel Core i5-10300H,8GB,DDR4,GTX 1650,256GB,1080p,630,HP
Intel Core i9-12900H,16GB,DDR4,RTX 4060,1TB,1440p,1790,MSI
AMD Ryzen 7 5800H,16GB,DDR5,RTX 2070,512GB,1080p,1290,Gigabyte
AMD Ryzen 5 5600H,16GB,DDR4,RTX 2070,512GB,1440p,1090,Dell
Intel Core i9-11900H,32GB,DDR4,RTX 3050Ti,1TB,1440p,1410,Gigabyte
Intel Core i5-12500H,8GB,DDR5,RTX 2060,256GB,1440p,1090,HP
AMD Ryzen 5 5500U,8GB,DDR4,Integrated,256GB,1080p,550,Lenovo
Intel Core i9-11900H,32GB,DDR3,RTX 3070,512GB,1440p,1340,Dell
AMD Ryzen 3 5300U,8GB,DDR4,RTX 2060,256GB,1080p,750,Lenovo
AMD Ryzen 9 5900HX,32GB,DDR4,RTX 3080,2TB,4K,2830,Alienware
AMD Ryzen 7 7730U,16GB,DDR5,GTX 1660Ti,1TB,1080p,1130,Dell
AMD Ryzen 5 5500U,16GB,DDR4,GTX 1050Ti,256GB,720p,560,Acer
Intel Core i3-1005G1,8GB,DDR4,RTX 3060,256GB,720p,800,MSI
Intel Core i9-11900H,32GB,DDR4,RTX 4090,1TB,1440p,2690,Razer
Intel Core i5-10300H,8GB,DDR4,RTX 4050,1TB,1080p,870,ASUS
Intel Core i3-1005G1,16GB,DDR4,GTX 1050Ti,512GB,1080p,650,Dell
AMD Ryzen 7 5800H,64GB,DDR4,RTX 3080,1TB,1440p,1730,Dell
Intel Core i9-12900H,32GB,DDR5,RTX 2070,512GB,1080p,1280,Dell
Intel Core i5-12500H,16GB,DDR4,RTX 2070,256GB,1080p,970,Gigabyte
Intel Core i3-1115G4,32GB,DDR4,RTX 3050Ti,512GB,720p,850,Dell
AMD Ryzen 7 5800H,64GB,DDR4,GTX 1650,256GB,1080p,1370,MSI
Intel Core i3-1115G4,16GB,DDR3,Integrated,512GB,1080p,530,Dell
Intel Core i7-11800H,64GB,DDR4,RTX 4060,512GB,1080p,1630,MSI
AMD Ryzen 9 7940HS,16GB,DDR5,RTX 3070,512GB,4K,2140,MSI
AMD Ryzen 3 3250U,8GB,DDR4,RTX 3050Ti,512GB,1080p,750,ASUS
Intel Core i9-13900H,32GB,DDR5,RTX 4060,1TB,1440p,1970,ASUS
Intel Core i7-13620H,16GB,DDR5,RTX 3080,1TB,1080p,1450,ASUS
Intel Core i9-13900H,64GB,DDR5,RTX 3080,1TB,1440p,2910,Razer
AMD Ryzen 7 5800H,32GB,DDR5,RTX 4050,512GB,1080p,1460,Gigabyte
Intel Core i7-11800H,32GB,DDR4,RTX 3060,256GB,1080p,1150,Lenovo
Intel Core i9-13900H,16GB,DDR5,RTX 4070,1TB,4K,2430,ASUS
AMD Ryzen 5 5500U,8GB,DDR4,Integrated,128GB,720p,430,HP
Intel Core i5-11400H,16GB,DDR4,GTX 1650,256GB,1080p,770,Lenovo
Intel Core i5-12500H,16GB,DDR4,GTX 1650,256GB,1080p,690,HP
Intel Core i7-11800H,16GB,DDR4,GTX 1050Ti,512GB,1080p,790,ASUS
Intel Core i5-11400H,16GB,DDR4,RTX 3050,1TB,1080p,800,Dell
Intel Core i5-12500H,8GB,DDR5,GTX 1660Ti,512GB,1080p,900,HP
AMD Ryzen 9 5900HX,32GB,DDR5,RTX 3060,1TB,1080p,1390,Dell
Intel Core i7-12700H,64GB,DDR4,GTX 1660Ti,1TB,1080p,1310,Lenovo
AMD Ryzen 3 3250U,4GB,DDR4,GTX 1650,128GB,720p,420,HP
AMD Ryzen 7 7730U,64GB,DDR5,RTX 3060,512GB,1080p,1650,Dell
Intel Core i3-1115G4,16GB,DDR3,RTX 3060,1TB,720p,610,Lenovo
AMD Ryzen 5 5600H,8GB,DDR3,RTX 3060,1TB,1080p,720,Dell
Intel Core i7-12700H,32GB,DDR5,RTX 4050,512GB,1080p,1560,ASUS
AMD Ryzen 7 5800H,64GB,DDR4,RTX 4060,512GB,1080p,1480,Gigabyte
Intel Core i3-1115G4,8GB,DDR4,GTX 1660,128GB,1080p,610,Dell
Intel Core i5-10300H,16GB,DDR3,RTX 3060,256GB,1080p,790,Lenovo
AMD Ryzen 7 5800H,32GB,DDR4,RTX 4070,2TB,1440p,1780,Dell
AMD Ryzen 9 5900HX,16GB,DDR5,RTX 2070,512GB,1440p,1780,MSI
Intel Core i3-1005G1,8GB,DDR4,RTX 3050Ti,1TB,1080p,700,Dell
Intel Core i9-13900H,16GB,DDR5,RTX 2070,1TB,1440p,1630,ASUS
Intel Core i9-11900H,16GB,DDR4,RTX 3050Ti,1TB,1080p,1290,MSI
AMD Ryzen 3 3250U,16GB,DDR4,RTX 3050Ti,256GB,720p,680,ASUS
Intel Core i9-11900H,32GB,DDR4,RTX 3080,512GB,1440p,1890,ASUS
Intel Core i5-12500H,16GB,DDR4,RTX 2060,512GB,1080p,840,Lenovo
Intel Core i3-1005G1,16GB,DDR4,RTX 3050,256GB,1080p,710,Dell
AMD Ryzen 3 5300U,32GB,DDR4,RTX 4050,512GB,1080p,1270,MSI
Intel Core i3-1005G1,32GB,DDR3,RTX 3060,256GB,1080p,990,MSI
Intel Core i7-11800H,32GB,DDR3,RTX 4060,512GB,1440p,1210,ASUS
AMD Ryzen 3 3250U,16GB,DDR4,GTX 1660Ti,256GB,1080p,670,Lenovo
Intel Core i5-12500H,32GB,DDR4,RTX 2070,512GB,1080p,1000,Lenovo
AMD Ryzen 5 5600H,8GB,DDR4,RTX 3060,512GB,1080p,1080,MSI
AMD Ryzen 3 5300U,32GB,DDR4,RTX 2070,256GB,1080p,1160,MSI
Intel Core i7-13620H,16GB,DDR4,GTX 1660Ti,256GB,1440p,1080,Dell
AMD Ryzen 7 7730U,16GB,DDR5,RTX 3060,1TB,1440p,1320,Dell
AMD Ryzen 7 5800H,64GB,DDR5,RTX 3060,256GB,1080p,1830,Gigabyte
Intel Core i7-13620H,16GB,DDR5,GTX 1650,512GB,1080p,1210,MSI
Intel Core i3-1005G1,16GB,DDR4,RTX 2060,1TB,720p,610,HP
Intel Core i9-11900H,32GB,DDR4,RTX 4090,1TB,4K,3410,Alienware
Intel Core i3-1115G4,8GB,DDR4,GTX 1650,256GB,1080p,620,HP
AMD Ryzen 3 5300U,8GB,DDR3,GTX 1650,128GB,720p,430,HP
Intel Core i7-13620H,32GB,DDR5,GTX 1660,512GB,1440p,1410,Lenovo
AMD Ryzen 5 5500U,16GB,DDR3,RTX 2060,512GB,1080p,660,Acer
AMD Ryzen 9 5900HX,64GB,DDR5,RTX 3050,1TB,4K,2600,MSI
Intel Core i9-11900H,32GB,DDR3,RTX 3050,1TB,1080p,980,Lenovo
AMD Ryzen 3 3250U,32GB,DDR3,RTX 3050,512GB,720p,560,Acer
Intel Core i3-1005G1,4GB,DDR4,GTX 1660,512GB,1080p,550,HP
AMD Ryzen 9 7940HS,32GB,DDR4,RTX 3060,2TB,1080p,1300,Dell
Intel Core i5-10300H,8GB,DDR3,RTX 3060,512GB,1080p,770,ASUS
Intel Core i5-11400H,32GB,DDR4,RTX 2060,512GB,1080p,970,Lenovo
AMD Ryzen 7 5800H,32GB,DDR5,RTX 4060,256GB,1080p,1250,Dell
Intel Core i7-12700H,64GB,DDR4,RTX 2060,256GB,1440p,1640,Gigabyte
AMD Ryzen 3 5300U,8GB,DDR3,GTX 1650,128GB,1080p,490,Dell
AMD Ryzen 3 5300U,8GB,DDR3,RTX 4050,512GB,1080p,750,ASUS
AMD Ryzen 5 5600H,16GB,DDR4,RTX 2060,256GB,1080p,810,Lenovo
AMD Ryzen 9 5900HX,64GB,DDR5,RTX 4050,512GB,1440p,2390,Gigabyte
AMD Ryzen 9 5900HX,16GB,DDR4,RTX 2070,512GB,4K,1400,Dell
AMD Ryzen 3 5300U,16GB,DDR4,GTX 1660Ti,256GB,720p,620,Dell
AMD Ryzen 7 5800H,16GB,DDR4,RTX 3050,256GB,1080p,990,MSI
Intel Core i9-11900H,16GB,DDR4,RTX 2070,1TB,1440p,1630,MSI
Intel Core i3-1005G1,16GB,DDR3,RTX 4050,512GB,720p,750,ASUS
AMD Ryzen 9 7940HS,64GB,DDR4,RTX 4050,2TB,4K,2080,Lenovo
Intel Core i3-1005G1,8GB,DDR4,RTX 2070,512GB,1080p,860,Gigabyte
Intel Core i5-10300H,16GB,DDR4,RTX 4050,512GB,1080p,1020,Gigabyte
Intel Core i5-12500H,16GB,DDR4,GTX 1660,256GB,1440p,920,Lenovo
Intel Core i9-11900H,32GB,DDR4,RTX 3050Ti,512GB,4K,1610,Lenovo
Intel Core i3-1115G4,8GB,DDR3,GTX 1050Ti,512GB,1080p,470,HP
Intel Core i5-12500H,16GB,DDR5,GTX 1660Ti,1TB,1080p,980,Lenovo
Intel Core i5-11400H,8GB,DDR4,GTX 1050Ti,512GB,720p,530,HP
Intel Core i7-13620H,16GB,DDR5,RTX 3060,256GB,1080p,1060,Dell
Intel Core i9-11900H,16GB,DDR4,RTX 2060,1TB,1440p,1330,Dell
Intel Core i7-11800H,32GB,DDR4,GTX 1650,512GB,1440p,1040,Lenovo
Intel Core i9-12900H,64GB,DDR4,RTX 3080,1TB,1440p,2370,ASUS
Intel Core i5-11400H,8GB,DDR4,GTX 1660Ti,512GB,1080p,660,HP
Intel Core i3-1115G4,16GB,DDR3,Integrated,128GB,1080p,400,HP
Intel Core i5-12500H,8GB,DDR5,GTX 1660,256GB,1080p,680,Acer
Intel Core i9-13900H,16GB,DDR5,RTX 2060,512GB,1080p,1270,ASUS
AMD Ryzen 7 5800H,16GB,DDR4,GTX 1660Ti,256GB,1080p,970,Gigabyte
Intel Core i9-11900H,16GB,DDR4,RTX 3080,2TB,4K,2200,Razer
AMD Ryzen 9 5900HX,16GB,DDR4,RTX 3050Ti,2TB,1080p,1160,Lenovo
Intel Core i5-11400H,4GB,DDR3,GTX 1650,512GB,1080p,600,Lenovo
Intel Core i7-11800H,16GB,DDR4,RTX 2060,256GB,1440p,1120,Dell
Intel Core i7-13620H,64GB,DDR5,RTX 3050Ti,256GB,1080p,1670,Lenovo
AMD Ryzen 9 7940HS,32GB,DDR5,RTX 3050,512GB,1080p,1450,Dell
Intel Core i7-13620H,32GB,DDR5,RTX 2060,512GB,1440p,1510,Lenovo
AMD Ryzen 3 3250U,16GB,DDR3,GTX 1050Ti,512GB,1080p,550,Lenovo
Intel Core i3-1115G4,4GB,DDR4,GTX 1650,512GB,1080p,570,HP
AMD Ryzen 5 5500U,16GB,DDR4,RTX 3050,512GB,1080p,860,Dell
Intel Core i7-12700H,32GB,DDR5,RTX 4050,512GB,1440p,1600,ASUS
Intel Core i3-1005G1,8GB,DDR4,RTX 4050,512GB,720p,630,Lenovo
Intel Core i9-11900H,32GB,DDR4,RTX 2060,512GB,1440p,1450,ASUS
Intel Core i9-13900H,16GB,DDR5,RTX 3050,1TB,4K,1680,Lenovo
Intel Core i9-12900H,32GB,DDR4,RTX 4060,512GB,1080p,1370,MSI
Intel Core i3-1115G4,32GB,DDR4,RTX 3050Ti,512GB,1080p,890,Dell
AMD Ryzen 5 5600H,8GB,DDR4,RTX 4050,256GB,1440p,1040,Gigabyte
Intel Core i7-12700H,32GB,DDR5,RTX 3080,512GB,1440p,1810,Lenovo
Intel Core i7-11800H,16GB,DDR4,GTX 1660Ti,256GB,1440p,1000,Dell
Intel Core i3-1005G1,8GB,DDR3,RTX 3060,256GB,1080p,750,Gigabyte
Intel Core i9-12900H,16GB,DDR5,RTX 4090,2TB,4K,3280,MSI
Intel Core i5-12500H,8GB,DDR5,GTX 1050Ti,512GB,1440p,920,Lenovo
Intel Core i7-12700H,32GB,DDR4,RTX 3050Ti,512GB,1440p,1370,Gigabyte
AMD Ryzen 3 5300U,4GB,DDR4,Integrated,256GB,1080p,420,Acer
Intel Core i5-12500H,8GB,DDR4,RTX 4050,256GB,1080p,990,Gigabyte
AMD Ryzen 9 5900HX,32GB,DDR4,RTX 2070,1TB,1440p,1520,ASUS
AMD Ryzen 3 3250U,16GB,DDR4,RTX 4050,1TB,1080p,930,Dell
Intel Core i7-11800H,64GB,DDR4,RTX 3080,512GB,1440p,1870,Lenovo
Intel Core i7-13620H,64GB,DDR4,GTX 1660,512GB,1080p,1170,Lenovo
Intel Core i3-1115G4,16GB,DDR3,RTX 4050,1TB,1080p,840,MSI
AMD Ryzen 7 7730U,32GB,DDR5,RTX 3060,1TB,1080p,1310,Lenovo
Intel Core i5-10300H,4GB,DDR4,GTX 1050Ti,512GB,1080p,610,Dell
Intel Core i7-13620H,32GB,DDR5,RTX 3050,1TB,1440p,1690,ASUS
Intel Core i5-10300H,16GB,DDR4,GTX 1660,512GB,720p,570,HP
Intel Core i5-11400H,16GB,DDR4,RTX 3060,512GB,1080p,1110,ASUS
AMD Ryzen 3 3250U,16GB,DDR4,RTX 3050Ti,512GB,1080p,810,ASUS
Intel Core i5-11400H,8GB,DDR4,RTX 2070,1TB,720p,840,ASUS
AMD Ryzen 3 3250U,8GB,DDR4,RTX 3050Ti,256GB,720p,620,Gigabyte
AMD Ryzen 9 5900HX,32GB,DDR5,RTX 3050Ti,512GB,1440p,1700,ASUS
Intel Core i7-13620H,32GB,DDR5,GTX 1660Ti,256GB,1440p,1420,Dell
Intel Core i5-12500H,8GB,DDR5,RTX 3050,512GB,1080p,740,Acer
AMD Ryzen 5 5500U,8GB,DDR4,Integrated,256GB,720p,420,HP
Intel Core i9-12900H,64GB,DDR4,RTX 2070,1TB,1440p,1960,Dell
AMD Ryzen 7 7730U,32GB,DDR4,RTX 3050Ti,512GB,1080p,1060,Dell
AMD Ryzen 9 7940HS,32GB,DDR5,RTX 2060,1TB,4K,2340,MSI
AMD Ryzen 5 5600H,16GB,DDR4,RTX 3050,512GB,1080p,740,Acer
Intel Core i9-13900H,32GB,DDR5,RTX 4050,512GB,4K,2080,ASUS
Intel Core i9-11900H,16GB,DDR4,RTX 4070,1TB,1440p,2130,Alienware
Intel Core i7-12700H,32GB,DDR4,RTX 3060,1TB,1080p,1190,Dell
Intel Core i5-11400H,8GB,DDR4,GTX 1660,256GB,1080p,680,HP
AMD Ryzen 3 3250U,16GB,DDR4,GTX 1050Ti,512GB,720p,610,Lenovo
AMD Ryzen 3 5300U,16GB,DDR3,RTX 2060,256GB,1080p,600,Acer
AMD Ryzen 9 7940HS,16GB,DDR5,RTX 2060,1TB,1440p,1750,ASUS
Intel Core i3-1005G1,16GB,DDR4,RTX 3050,512GB,1080p,750,Dell
AMD Ryzen 3 5300U,4GB,DDR3,GTX 1050Ti,256GB,1080p,400,Acer
AMD Ryzen 9 5900HX,16GB,DDR4,RTX 4070,1TB,1440p,2250,Alienware
AMD Ryzen 7 5800H,32GB,DDR5,GTX 1650,256GB,1080p,1060,ASUS
Intel Core i5-10300H,32GB,DDR4,RTX 2060,256GB,1080p,830,Lenovo
Intel Core i5-10300H,8GB,DDR3,GTX 1050Ti,256GB,1080p,530,Lenovo
AMD Ryzen 3 3250U,16GB,DDR4,Integrated,256GB,720p,470,HP
Intel Core i9-13900H,32GB,DDR4,RTX 4070,1TB,1080p,1930,Alienware
Intel Core i7-12700H,32GB,DDR4,GTX 1050Ti,1TB,1440p,1200,ASUS
Intel Core i9-12900H,16GB,DDR4,RTX 2070,1TB,4K,1550,Lenovo
Intel Core i5-10300H,8GB,DDR4,RTX 3050Ti,256GB,1080p,880,MSI
AMD Ryzen 9 7940HS,32GB,DDR5,RTX 3080,2TB,1440p,2660,Alienware
AMD Ryzen 3 5300U,8GB,DDR4,Integrated,256GB,720p,410,HP
AMD Ryzen 9 5900HX,32GB,DDR4,RTX 4050,512GB,1080p,1180,Lenovo
Intel Core i9-12900H,16GB,DDR5,RTX 4080,512GB,1440p,2490,MSI
Intel Core i9-13900H,32GB,DDR5,RTX 4080,2TB,1440p,2960,MSI
AMD Ryzen 5 5500U,32GB,DDR3,RTX 2070,512GB,1080p,900,ASUS
AMD Ryzen 3 3250U,16GB,DDR4,RTX 3060,512GB,1080p,880,ASUS
Intel Core i9-13900H,64GB,DDR4,RTX 3080,512GB,4K,2480,MSI
AMD Ryzen 3 3250U,16GB,DDR4,RTX 2070,1TB,1080p,1030,ASUS
Intel Core i9-11900H,32GB,DDR4,RTX 2070,2TB,4K,1870,Lenovo
AMD Ryzen 9 7940HS,16GB,DDR5,RTX 3080,1TB,4K,2620,Alienware
AMD Ryzen 5 5600H,16GB,DDR3,GTX 1660Ti,512GB,1440p,780,Dell
Intel Core i5-12500H,16GB,DDR4,GTX 1660Ti,512GB,1080p,720,HP
AMD Ryzen 7 7730U,32GB,DDR5,GTX 1650,1TB,1080p,1070,Dell
Intel Core i9-13900H,16GB,DDR5,RTX 2070,512GB,4K,1700,Lenovo
Intel Core i9-12900H,32GB,DDR4,RTX 2070,1TB,1080p,1290,ASUS
AMD Ryzen 9 5900HX,16GB,DDR4,RTX 2070,1TB,4K,1460,Dell
Intel Core i5-12500H,16GB,DDR5,GTX 1050Ti,512GB,1080p,840,Lenovo
AMD Ryzen 9 5900HX,32GB,DDR4,RTX 2060,1TB,1080p,1160,Dell
AMD Ryzen 5 5500U,16GB,DDR4,GTX 1650,256GB,1080p,610,Acer
Intel Core i9-13900H,16GB,DDR5,RTX 2060,1TB,1440p,1400,Lenovo
AMD Ryzen 9 7940HS,64GB,DDR5,RTX 4080,512GB,1440p,3470,Razer
AMD Ryzen 3 5300U,32GB,DDR4,RTX 3050,1TB,1080p,990,Dell
Intel Core i3-1115G4,8GB,DDR4,Integrated,512GB,1080p,450,HP
Intel Core i5-10300H,8GB,DDR4,RTX 2060,256GB,1080p,710,Acer
Intel Core i7-12700H,16GB,DDR4,RTX 4070,1TB,4K,1800,Gigabyte
AMD Ryzen 5 5600H,16GB,DDR4,GTX 1660,256GB,1440p,810,Acer
Intel Core i5-11400H,16GB,DDR4,RTX 3050,512GB,720p,760,Lenovo
Intel Core i3-1005G1,16GB,DDR4,RTX 3050,512GB,1080p,700,Acer
Intel Core i7-11800H,32GB,DDR4,RTX 3080,1TB,1080p,1540,Gigabyte
AMD Ryzen 7 7730U,16GB,DDR5,RTX 3050,256GB,1440p,1260,ASUS
AMD Ryzen 5 5600H,16GB,DDR4,Integrated,256GB,1440p,800,Lenovo
